timestamp,url,strategy,performance,test_type
2025-06-20 03:07:57,https://www.brooksrunning.com/en_us,mobile,22.0,mobile_slow
2025-06-20 03:11:55,https://www.brooksrunning.com/en_us,mobile,19.0,mobile_fast
2025-06-20 06:19:30,https://www.brooksrunning.com/en_us,mobile,23.0,mobile_slow
2025-06-20 06:19:58,https://www.brooksrunning.com/en_us,mobile,38.0,mobile_fast
<<<<<<< Updated upstream,,,,
2025-06-20 06:23:58,https://www.brooksrunning.com/en_us,mobile,23.0,mobile_slow
2025-06-20 06:25:24,https://www.brooksrunning.com/en_us,mobile,17.0,mobile_fast
=======,,,,
2025-06-20 06:26:40,https://www.brooksrunning.com/en_us,mobile,20.0,mobile_slow
2025-06-20 06:29:07,https://www.brooksrunning.com/en_us,mobile,17.0,mobile_fast
>>>>>>> Stashed changes,,,,
2025-06-20 12:46:07,https://www.brooksrunning.com/en_us,mobile,16.0,mobile_slow
2025-06-20 12:47:34,https://www.brooksrunning.com/en_us,mobile,15.0,mobile_fast
2025-06-21 01:48:13,https://www.brooksrunning.com/en_us,mobile,22.0,mobile_slow
2025-06-21 01:50:21,https://www.brooksrunning.com/en_us,mobile,22.0,mobile_fast
2025-06-21 12:41:20,https://www.brooksrunning.com/en_us,mobile,30.0,mobile_slow
2025-06-21 12:42:28,https://www.brooksrunning.com/en_us,mobile,16.0,mobile_fast
2025-06-22 01:58:58,https://www.brooksrunning.com/en_us,mobile,29.0,mobile_slow
2025-06-22 01:59:23,https://www.brooksrunning.com/en_us,mobile,43.0,mobile_fast
2025-06-22 12:41:25,https://www.brooksrunning.com/en_us,mobile,26.0,mobile_slow
2025-06-22 12:43:44,https://www.brooksrunning.com/en_us,mobile,27.0,mobile_fast
2025-06-23 01:58:30,https://www.brooksrunning.com/en_us,mobile,26.0,mobile_slow
2025-06-23 01:59:01,https://www.brooksrunning.com/en_us,mobile,29.0,mobile_fast
2025-06-23 12:48:20,https://www.brooksrunning.com/en_us,mobile,19.0,mobile_slow
2025-06-23 12:49:34,https://www.brooksrunning.com/en_us,mobile,29.0,mobile_fast
2025-06-24 01:51:57,https://www.brooksrunning.com/en_us,mobile,20.0,mobile_slow
2025-06-24 01:53:12,https://www.brooksrunning.com/en_us,mobile,25.0,mobile_fast
2025-06-24 12:48:10,https://www.brooksrunning.com/en_us,mobile,19.0,mobile_slow
2025-06-24 12:50:32,https://www.brooksrunning.com/en_us,mobile,20.0,mobile_fast
2025-06-25 01:52:03,https://www.brooksrunning.com/en_us,mobile,19.0,mobile_slow
2025-06-25 01:53:17,https://www.brooksrunning.com/en_us,mobile,39.0,mobile_fast
2025-06-25 12:47:27,https://www.brooksrunning.com/en_us,mobile,35.0,mobile_slow
2025-06-25 12:47:28,https://www.brooksrunning.com/en_us,mobile,35.0,mobile_fast
2025-06-26 01:52:49,https://www.brooksrunning.com/en_us,mobile,21.0,mobile_slow
2025-06-26 01:54:19,https://www.brooksrunning.com/en_us,mobile,15.0,mobile_fast
2025-06-26 12:46:54,https://www.brooksrunning.com/en_us,mobile,18.0,mobile_slow
2025-06-26 12:48:19,https://www.brooksrunning.com/en_us,mobile,22.0,mobile_fast
2025-06-27 01:51:57,https://www.brooksrunning.com/en_us,mobile,21.0,mobile_slow
2025-06-27 01:53:25,https://www.brooksrunning.com/en_us,mobile,18.0,mobile_fast
2025-06-27 12:45:32,https://www.brooksrunning.com/en_us,mobile,26.0,mobile_slow
2025-06-27 12:47:57,https://www.brooksrunning.com/en_us,mobile,15.0,mobile_fast
2025-06-28 01:47:43,https://www.brooksrunning.com/en_us,mobile,35.0,mobile_slow
2025-06-28 01:49:15,https://www.brooksrunning.com/en_us,mobile,14.000000000000002,mobile_fast
2025-06-28 12:43:28,https://www.brooksrunning.com/en_us,mobile,21.0,mobile_slow
2025-06-28 12:44:40,https://www.brooksrunning.com/en_us,mobile,32.0,mobile_fast
2025-06-29 02:01:28,https://www.brooksrunning.com/en_us,mobile,14.000000000000002,mobile_slow
2025-06-29 02:04:44,https://www.brooksrunning.com/en_us,mobile,27.0,mobile_fast
2025-06-29 12:42:22,https://www.brooksrunning.com/en_us,mobile,19.0,mobile_slow
2025-06-29 12:44:38,https://www.brooksrunning.com/en_us,mobile,37.0,mobile_fast
2025-06-30 01:55:47,https://www.brooksrunning.com/en_us,mobile,37.0,mobile_slow
2025-06-30 01:55:48,https://www.brooksrunning.com/en_us,mobile,37.0,mobile_fast
2025-06-30 12:49:07,https://www.brooksrunning.com/en_us,mobile,19.0,mobile_slow
2025-06-30 12:49:33,https://www.brooksrunning.com/en_us,mobile,41.0,mobile_fast
2025-07-01 02:02:39,https://www.brooksrunning.com/en_us,mobile,22.0,mobile_slow
2025-07-01 02:06:09,https://www.brooksrunning.com/en_us,mobile,38.0,mobile_fast
2025-07-02 01:51:20,https://www.brooksrunning.com/en_us,mobile,17.0,mobile_slow
2025-07-02 01:52:36,https://www.brooksrunning.com/en_us,mobile,24.0,mobile_fast
2025-07-03 01:51:43,https://www.brooksrunning.com/en_us,mobile,16.0,mobile_slow
2025-07-03 01:53:07,https://www.brooksrunning.com/en_us,mobile,19.0,mobile_fast
2025-07-04 01:51:12,https://www.brooksrunning.com/en_us,mobile,31.0,mobile_slow
2025-07-04 01:52:42,https://www.brooksrunning.com/en_us,mobile,16.0,mobile_fast
2025-07-04 12:45:21,https://www.brooksrunning.com/en_us,mobile,16.0,mobile_slow
2025-07-04 12:46:47,https://www.brooksrunning.com/en_us,mobile,22.0,mobile_fast
2025-07-05 01:47:27,https://www.brooksrunning.com/en_us,mobile,20.0,mobile_slow
2025-07-05 01:48:52,https://www.brooksrunning.com/en_us,mobile,20.0,mobile_fast
2025-07-05 12:42:47,https://www.brooksrunning.com/en_us,mobile,20.0,mobile_slow
2025-07-05 12:44:19,https://www.brooksrunning.com/en_us,mobile,31.0,mobile_fast
2025-07-06 01:59:45,https://www.brooksrunning.com/en_us,mobile,23.0,mobile_slow
2025-07-06 02:01:26,https://www.brooksrunning.com/en_us,mobile,15.0,mobile_fast
2025-07-07 01:56:57,https://www.brooksrunning.com/en_us,mobile,19.0,mobile_slow
2025-07-07 01:57:23,https://www.brooksrunning.com/en_us,mobile,47.0,mobile_fast
2025-07-08 01:54:11,https://www.brooksrunning.com/en_us,mobile,42.0,mobile_slow
2025-07-08 01:54:48,https://www.brooksrunning.com/en_us,mobile,33.0,mobile_fast
